nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
6	0.55113	3.33691	0.07964	0.00000	2.29047	5.14101	4.75343	0.93111	0.65708	0.51304	0.00613	259.30345	0.03220	0.03220	0.00147	0.00162	20.13732	0.55924	451.18260	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
6	3.16777	9.67148	16.11403	0.00000	2.29047	0.33207	3.58931	3.39210	0.05209	0.19402	0.07365	259.30345	0.06546	0.06546	0.00289	0.00330	4.87307	0.11457	408.03390	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
6	3.00105	25.67420	18.24955	0.00000	2.29047	1.89310	4.58148	3.91241	0.47424	0.03338	0.08183	259.30345	0.12550	0.12550	0.00504	0.00632	1.32576	0.07659	254.31178	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
6	4.20013	137.52820	19.82825	0.00000	2.29047	3.11686	1.89547	4.93748	0.72614	0.57908	0.05105	259.30345	0.38422	0.38422	0.01780	0.01936	0.14145	0.14675	123.47715	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
6	0.76209	289.15009	1.18085	0.00000	2.29047	1.47071	2.90736	0.46144	0.63133	0.36399	0.09753	259.30345	0.63058	0.63058	0.03131	0.03177	0.05252	0.40759	103.82140	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
6	1.11928	485.18843	0.77989	0.00000	2.29047	5.15818	1.71431	1.85449	0.55933	0.55804	0.04693	259.30345	0.89043	0.89043	0.04263	0.04486	0.02634	0.48968	91.35372	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
7	1.11714	52.04962	2.88098	0.00000	1.85898	2.96917	5.50629	3.93053	0.57451	0.47321	0.03505	4.05893	0.20103	0.20103	0.01013	0.01013	0.51670	0.32410	190.58297	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
8	2.46050	2.66155	2.49163	0.00000	1.97557	2.58774	5.56851	3.03233	0.37772	0.50652	0.06409	3.90496	0.02770	0.02770	0.00103	0.00140	27.22379	0.05668	564.66080	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
8	4.73319	35.19463	13.37002	0.00000	1.97557	3.19622	5.05244	2.68117	0.09611	0.16460	0.04829	3.90496	0.15487	0.15487	0.00319	0.00780	0.87061	0.00780	262.14343	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
8	3.79093	180.94395	8.83023	0.00000	1.97557	5.28460	2.56433	0.95329	0.47054	0.55609	0.00131	3.90496	0.46134	0.46134	0.02188	0.02324	0.09811	0.50540	132.87592	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
9	1.03706	1.54337	0.64709	0.00000	1.87598	5.70406	6.05466	0.74173	0.60881	0.20880	0.05369	5.49182	0.01926	0.01926	0.00086	0.00097	56.29901	0.11975	602.94111	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
9	1.20325	5.38037	2.88098	0.00000	1.87598	2.31993	4.41651	2.09816	0.11353	0.04178	0.03634	5.49182	0.04428	0.04428	0.00218	0.00223	10.65068	0.21655	487.88177	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
9	1.24625	66.21296	1.71530	0.00000	1.87598	3.48606	0.05027	1.81340	0.28135	0.35331	0.03329	5.49182	0.23602	0.23602	0.00485	0.01189	0.37486	0.00771	200.51659	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
9	0.88174	308.34762	0.73284	0.00000	1.87598	4.78750	4.34876	1.28141	0.38063	0.57594	0.07915	5.49182	0.65819	0.65819	0.02702	0.03316	0.04820	0.66319	115.69350	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
9	1.01809	418.84922	0.97977	0.00000	1.87598	3.57840	0.08864	4.30464	0.37459	0.40996	0.04352	5.49182	0.80729	0.80729	0.01725	0.04067	0.03204	0.91438	104.71888	208	0.39300	0.40000	3500.00000	19.84883	M	274.35469	48.36731	76.28835	25.35684	
0	0.68477	0.67251	0.19431	0.00000	2.61678	2.36063	5.13392	3.21941	0.77475	0.25382	0.04236	1.16480	0.00741	0.00741	0.00039	0.00043	29.50651	0.12970	446.89121	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
0	0.50298	3.42864	0.13657	0.00000	2.61678	1.76868	2.46798	5.37644	0.30877	0.13531	0.00929	1.16480	0.02195	0.02195	0.00111	0.00129	3.36266	0.10865	343.66107	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
0	0.50749	19.09095	0.09020	0.00000	2.61678	3.10572	1.72633	4.74265	0.54887	0.08213	0.04407	1.16480	0.06896	0.06896	0.00403	0.00405	0.34073	0.27340	174.27408	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
0	0.80699	62.65813	0.47407	0.00000	2.61678	0.59325	3.29089	4.01490	0.42269	0.02487	0.03162	1.16480	0.15229	0.15229	0.00808	0.00894	0.06986	0.13407	124.72651	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
0	0.65097	305.46905	0.27646	0.00000	2.61678	3.44773	0.22051	5.92905	0.62535	0.18128	0.05061	1.16480	0.43787	0.43787	0.02564	0.02569	0.00845	0.35240	66.02108	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
1	0.54222	3.15476	0.15791	0.00000	2.31728	5.06061	1.18703	4.57456	0.08912	0.43439	0.01978	1.14637	0.02077	0.02077	0.00113	0.00122	3.75743	0.52273	378.56612	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
1	1.08934	14.97412	1.13287	0.00000	2.31728	0.15361	1.14714	4.01151	0.18356	0.25721	0.07409	1.14637	0.05865	0.05865	0.00258	0.00344	0.47104	0.72217	219.17894	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
1	0.68909	128.21273	0.19838	0.00000	2.31728	2.38738	5.56158	1.94761	0.05499	0.54673	0.00939	1.14637	0.24546	0.24546	0.01041	0.01440	0.02689	0.05242	111.12546	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
1	2.40936	420.33448	6.20634	0.00000	2.31728	3.79008	1.67383	2.98597	0.43561	0.18665	0.04804	1.14637	0.54170	0.54170	0.02162	0.03179	0.00552	0.77503	65.76012	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
2	2.79312	107.88078	4.64220	0.00000	0.57522	1.40737	1.45122	2.86531	0.58088	0.18662	0.00139	0.49238	0.21877	0.21877	0.01110	0.01284	0.03385	0.61030	96.05812	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
3	1.33895	20.94500	2.06734	0.00000	2.47471	0.46506	1.34013	2.90562	0.20855	0.06431	0.02455	1.35349	0.07335	0.07335	0.00359	0.00430	0.30112	0.64445	194.46660	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
3	0.73450	45.59685	3.19580	0.00000	2.47471	1.01764	0.08394	5.50641	0.57514	0.02025	0.08974	1.35349	0.12321	0.12321	0.00664	0.00723	0.10673	0.54103	128.43464	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
3	0.86448	95.47122	0.58334	0.00000	2.47471	3.37435	3.30165	1.69595	0.29631	0.22051	0.07702	1.35349	0.20166	0.20166	0.00952	0.01183	0.03984	0.67301	113.89035	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
4	0.93045	0.86116	1.13287	0.00000	1.27043	2.86249	5.72252	4.12292	0.73159	0.16142	0.00617	264.83872	0.00874	0.00874	0.00047	0.00051	21.21945	0.53789	429.97049	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
4	0.91250	5.01705	0.79624	0.00000	1.27043	1.32153	3.63385	3.92275	0.72043	0.59984	0.05724	264.83872	0.02829	0.02829	0.00068	0.00166	2.02418	0.00769	241.40014	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
4	1.03298	152.41992	0.66065	0.00000	1.27043	0.79053	2.69548	0.33832	0.15232	0.04741	0.01085	264.83872	0.27546	0.27546	0.01608	0.01616	0.02135	0.26861	102.08827	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
4	7.35701	476.92226	59.52628	0.00000	1.27043	1.12175	5.53560	5.29438	0.72359	0.33938	0.08241	264.83872	0.58929	0.58929	0.01159	0.03458	0.00467	0.94635	52.74371	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
5	0.79982	3.00328	0.82996	0.00000	2.22206	5.48590	4.73907	5.53616	0.09853	0.38221	0.02762	1.21553	0.02010	0.02010	0.00095	0.00118	4.01223	0.67596	383.82870	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
5	1.41785	16.13648	2.29325	0.00000	2.22206	4.14250	3.23465	5.73235	0.05930	0.56551	0.01796	1.21553	0.06165	0.06165	0.00339	0.00362	0.42635	0.16244	221.49244	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
5	0.81954	23.30620	0.66065	0.00000	2.22206	1.03378	5.48285	1.54188	0.39347	0.36087	0.09017	1.21553	0.07877	0.07877	0.00390	0.00462	0.26115	0.09686	175.58551	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
5	0.96108	45.05770	0.97977	0.00000	2.22206	0.36600	0.25095	3.45561	0.41260	0.44157	0.02148	1.21553	0.12224	0.12224	0.00649	0.00717	0.10843	0.56053	139.82216	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
7	0.50161	7.25127	0.07484	0.00000	1.05850	6.24578	1.82046	0.73882	0.72740	0.37841	0.07505	300.76667	0.03617	0.03617	0.00186	0.00212	1.23868	0.11596	212.16538	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
7	1.56786	224.36453	4.18489	0.00000	1.05850	5.82281	1.49714	0.44112	0.44419	0.13572	0.02896	300.76667	0.35645	0.35645	0.01217	0.02092	0.01275	0.02442	80.75680	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
8	0.74464	57.49790	0.41860	0.00000	2.93617	2.64258	5.11437	1.00675	0.16935	0.06251	0.03823	1.03516	0.14381	0.14381	0.00843	0.00844	0.07834	0.33494	140.57341	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
8	0.94258	81.64181	0.82996	0.00000	2.93617	4.59317	2.38629	0.23156	0.52691	0.19566	0.02411	1.03516	0.18168	0.18168	0.01060	0.01066	0.04909	0.26896	108.65041	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
8	0.91766	211.53750	0.70306	0.00000	2.93617	3.62545	4.06935	3.12070	0.49399	0.16837	0.04297	1.03516	0.34273	0.34273	0.01985	0.02011	0.01379	0.24210	80.44676	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
9	3.02624	1.41620	7.96035	0.00000	2.10418	2.47852	4.69497	0.07483	0.37571	0.12232	0.02746	7.98272	0.01217	0.01217	0.00036	0.00071	10.93156	0.87556	449.85328	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
9	0.61148	106.14351	0.17884	0.00000	2.10418	1.09572	5.72200	1.14108	0.21093	0.20174	0.05802	7.98272	0.21642	0.21642	0.01120	0.01270	0.03459	0.11854	113.13061	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
9	1.12720	423.96789	1.00030	0.00000	2.10418	5.79502	0.28275	1.22948	0.38149	0.56568	0.03822	7.98272	0.54482	0.54482	0.01633	0.03197	0.00546	0.01590	67.09000	209	0.14900	0.12000	3000.00000	17.04260	M	1.23979	-17.16027	73.39795	-75.34738	
0	1.98988	6.78788	5.14948	0.00000	0.96672	0.05719	4.11172	3.86449	0.35871	0.59899	0.06918	4.34233	0.03224	0.03224	0.00200	0.00346	0.77805	0.02374	233.92054	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
1	1.47780	9.43922	3.33116	0.00000	2.16739	3.00158	6.06487	2.49641	0.07178	0.30039	0.06129	0.59862	0.04017	0.04017	0.00335	0.00431	0.50127	0.06921	229.87071	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
1	0.75016	217.46181	0.24923	0.00000	2.16739	1.80074	4.20198	3.23297	0.64388	0.50577	0.06199	0.59862	0.32520	0.32520	0.02288	0.03493	0.00765	0.03670	63.58018	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
2	0.55250	71.18543	0.11332	0.00000	1.04033	1.09934	2.02121	2.23801	0.12140	0.11223	0.02233	118.20893	0.15446	0.15446	0.01048	0.01659	0.03389	0.80780	115.62025	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
2	0.69077	310.63081	0.36961	0.00000	1.04033	0.32706	5.57044	5.25108	0.37088	0.51816	0.00713	118.20893	0.41247	0.41247	0.02337	0.04431	0.00475	0.86719	65.08554	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
3	0.75847	199.90521	0.40159	0.00000	0.70596	6.03179	0.39593	1.92214	0.35447	0.08995	0.02123	7.32456	0.30745	0.30745	0.02905	0.03303	0.00855	0.11714	75.87315	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
4	0.81984	103.40654	0.66065	0.00000	2.08173	3.31578	3.69269	3.79563	0.04538	0.18382	0.05597	1.86862	0.19812	0.19812	0.01234	0.02128	0.02060	0.02418	104.22968	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
5	1.53909	191.87712	5.95415	0.00000	2.22077	1.97452	3.37054	1.27732	0.13896	0.15530	0.06613	0.03338	0.29916	0.29916	0.01952	0.03214	0.00904	0.82271	82.66057	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
6	2.12724	105.69908	10.86556	0.00000	2.68827	3.06560	5.76004	3.57089	0.54489	0.43151	0.04539	6.44562	0.20104	0.20104	0.02158	0.02160	0.02001	0.29806	85.97839	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
7	0.78562	43.69193	0.28226	0.00000	1.32203	1.62281	2.73231	5.73620	0.63062	0.06251	0.03949	1.39192	0.11156	0.11156	0.00732	0.01198	0.06498	0.02880	109.55171	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
7	0.59666	364.59898	0.05260	0.00000	1.32203	0.48550	3.45178	1.69116	0.27573	0.46793	0.05917	1.39192	0.45896	0.45896	0.02335	0.04930	0.00384	0.89320	63.91267	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
8	0.79788	1.97997	0.55964	0.00000	1.53399	2.06611	2.36655	4.59428	0.06222	0.50257	0.01834	4.32804	0.01418	0.01418	0.00119	0.00152	4.02198	0.06986	387.87293	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
9	0.53310	218.49252	0.20679	0.00000	2.40041	4.50838	0.54916	1.08223	0.61988	0.51825	0.06788	0.75997	0.32623	0.32623	0.02589	0.03504	0.00760	0.05684	64.52355	210	0.12900	0.09700	2710.00000	9.30913	M	2.88258	59.14441	117.82546	-3.33109	
0	1.99313	0.54760	2.88098	0.00000	2.55488	2.06758	1.03473	2.55721	0.67546	0.31322	0.09644	198.12048	0.00740	0.00740	0.00041	0.00042	89.80525	0.44809	646.69175	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
0	3.47105	7.35444	7.63688	0.00000	2.55488	5.95469	0.60702	3.52306	0.36332	0.08583	0.00343	198.12048	0.04179	0.04179	0.00212	0.00239	2.81312	0.58418	321.98125	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
0	0.53708	73.71063	0.13377	0.00000	2.55488	3.96038	0.39277	4.08628	0.01772	0.18736	0.04919	198.12048	0.19427	0.19427	0.00938	0.01113	0.13018	0.63503	166.43702	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
0	2.01688	193.11464	4.27259	0.00000	2.55488	5.17512	2.89283	1.98876	0.46778	0.51621	0.05460	198.12048	0.36921	0.36921	0.01772	0.02115	0.03604	0.63987	103.58240	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
0	1.24905	429.89923	1.75125	0.00000	2.55488	3.89779	0.25699	4.45725	0.38421	0.00471	0.07450	198.12048	0.62947	0.62947	0.03003	0.03606	0.01240	0.64529	82.27536	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
1	1.45387	109.55439	1.57873	0.00000	2.58613	0.67507	2.20251	1.98184	0.05626	0.40591	0.06083	217.70769	0.25302	0.25302	0.01290	0.01450	0.07675	0.57970	144.39011	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
2	1.01452	165.32060	1.10961	0.00000	0.54712	1.00295	5.44525	0.08955	0.58677	0.29382	0.03495	0.80048	0.33287	0.33287	0.01784	0.01907	0.04434	0.51547	102.40120	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
3	3.16370	2.04894	8.83023	0.00000	0.81509	2.66630	1.45374	1.03939	0.19067	0.35906	0.02492	1.69687	0.01783	0.01783	0.00092	0.00102	15.46019	0.12981	523.46604	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
3	0.65548	4.22159	0.15791	0.00000	0.81509	2.81801	0.59998	2.71749	0.68897	0.29707	0.02593	1.69687	0.02887	0.02887	0.00164	0.00165	5.89684	0.38456	323.90001	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
3	1.59243	6.97349	4.45356	0.00000	0.81509	1.02240	2.02079	3.69264	0.02041	0.24044	0.08112	1.69687	0.04034	0.04034	0.00213	0.00231	3.01986	0.53946	365.01551	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
3	1.77771	78.24172	7.48011	0.00000	0.81509	6.17254	3.65494	4.17200	0.52391	0.52814	0.00345	1.69687	0.20216	0.20216	0.00795	0.01158	0.12023	0.04329	136.13726	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
3	2.17219	236.55796	14.83106	0.00000	0.81509	2.00054	5.40807	3.80753	0.60972	0.19446	0.08975	1.69687	0.42269	0.42269	0.02394	0.02422	0.02750	0.24639	89.58421	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
4	1.41846	23.60020	2.49163	0.00000	0.47687	2.23627	5.72582	0.84684	0.66095	0.42020	0.04502	0.08541	0.09092	0.09092	0.00516	0.00521	0.59434	0.25553	186.47822	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
4	0.64825	110.60627	0.20679	0.00000	0.47687	4.78289	4.26129	1.09796	0.34646	0.04116	0.09175	0.08541	0.25463	0.25463	0.01357	0.01459	0.07578	0.52305	131.29795	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
4	0.91402	216.18973	1.18085	0.00000	0.47687	2.30055	5.45347	3.82635	0.39340	0.16845	0.00072	0.08541	0.39806	0.39806	0.02276	0.02281	0.03101	0.28586	103.07377	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
5	2.36922	36.42403	6.20634	0.00000	0.91631	5.26080	1.18284	4.12175	0.49165	0.30989	0.06635	2.77789	0.12143	0.12143	0.00524	0.00696	0.33322	0.71930	178.55756	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
6	0.94559	2.78481	0.57137	0.00000	1.34351	1.67924	5.67458	1.10362	0.76426	0.08961	0.04956	1.65617	0.02187	0.02187	0.00111	0.00125	10.26894	0.12164	347.17071	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
6	2.45059	58.02393	6.88456	0.00000	1.34351	1.33654	2.50536	1.55251	0.55155	0.11685	0.09565	1.65617	0.16563	0.16563	0.00602	0.00949	0.17911	0.80579	148.17022	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
6	1.98582	206.66437	7.02884	0.00000	1.34351	5.06143	5.28527	2.32483	0.73295	0.30083	0.03628	1.65617	0.38628	0.38628	0.00721	0.02213	0.03293	0.00383	85.23009	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
6	5.01532	467.18431	10.42404	0.00000	1.34351	3.88649	0.90087	4.91177	0.34791	0.37345	0.07806	1.65617	0.66536	0.66536	0.03420	0.03812	0.01110	0.57076	81.17974	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
8	1.70012	387.21584	8.29751	0.00000	1.29896	2.45625	2.13644	2.34479	0.71033	0.18173	0.08317	1.70938	0.58708	0.58708	0.01169	0.03363	0.01426	0.94234	70.55489	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	1.25859	0.92702	6.46922	0.00000	2.39023	5.22282	4.89733	5.68301	0.51861	0.16504	0.02484	197.18141	0.01051	0.01051	0.00047	0.00060	44.51143	0.69503	598.81930	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	0.80128	3.83840	0.49415	0.00000	2.39023	5.57160	3.87035	5.36205	0.63202	0.12311	0.07068	197.18141	0.02709	0.02709	0.00154	0.00155	6.69453	0.25577	348.69078	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	1.06204	5.05986	0.57137	0.00000	2.39023	1.91542	4.13756	2.25393	0.36380	0.17452	0.01011	197.18141	0.03257	0.03257	0.00186	0.00187	4.63166	0.28228	364.65826	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	3.21083	16.99710	7.02884	0.00000	2.39023	3.13672	4.31650	5.10121	0.73252	0.34482	0.07570	197.18141	0.07305	0.07305	0.00419	0.00419	0.92064	0.31590	196.06346	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	0.97905	31.05913	1.23087	0.00000	2.39023	5.29770	4.08379	1.17906	0.43060	0.39349	0.00093	197.18141	0.10919	0.10919	0.00509	0.00626	0.41210	0.66479	193.71327	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
9	1.28852	170.98658	2.24617	0.00000	2.39023	1.64833	3.64471	2.31158	0.78537	0.14993	0.00934	197.18141	0.34044	0.34044	0.01903	0.01950	0.04239	0.43559	85.96118	211	0.24300	0.18000	3100.00000	17.45472	M	26.62229	-53.65905	285.69661	-61.58840	
0	1.47497	39.37174	2.49163	0.00000	0.53190	3.55185	5.87790	0.27147	0.53749	0.22090	0.00615	0.16343	0.11173	0.11173	0.00637	0.00638	0.12980	0.35287	137.76915	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
0	1.42840	96.00098	4.94024	0.00000	0.53190	5.18257	6.06478	4.64702	0.75564	0.14813	0.03742	0.16343	0.20240	0.20240	0.01009	0.01156	0.03955	0.60029	87.26649	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
1	0.65612	2.69189	0.18259	0.00000	0.63012	4.45797	5.64801	6.27616	0.43517	0.47703	0.09613	150.42085	0.01868	0.01868	0.00100	0.00107	4.64269	0.51481	354.18139	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
1	0.73786	69.40482	0.13102	0.00000	0.63012	4.52947	6.22552	0.58843	0.77899	0.58639	0.09466	150.42085	0.16304	0.16304	0.00889	0.00931	0.06095	0.18344	94.82147	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
1	1.99920	486.14781	4.54690	0.00000	0.63012	4.30387	0.14125	0.13180	0.23811	0.34271	0.08061	150.42085	0.59687	0.59687	0.03365	0.03408	0.00455	0.24289	67.52785	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
2	1.39988	1.10014	6.74323	0.00000	0.80593	3.83920	0.68399	2.77995	0.09659	0.45253	0.05163	4.22588	0.01029	0.01029	0.00057	0.00059	15.30800	0.44094	536.72806	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
3	0.73324	3.61886	0.22938	0.00000	2.04716	0.02141	2.05106	0.07843	0.18403	0.45296	0.07127	0.31289	0.02276	0.02276	0.00085	0.00130	3.12908	0.03719	351.82452	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
3	2.11956	16.64100	6.46922	0.00000	2.04716	1.36175	2.05372	2.09294	0.01278	0.03410	0.06665	0.31289	0.06292	0.06292	0.00238	0.00359	0.40920	0.78817	221.89211	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
3	3.24601	111.69422	17.87493	0.00000	2.04716	2.31015	1.00061	1.15518	0.11223	0.09153	0.04744	0.31289	0.22390	0.22390	0.00859	0.01278	0.03232	0.04012	114.55057	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
3	1.56627	417.28805	2.70717	0.00000	2.04716	4.87856	4.46762	2.48215	0.69749	0.33946	0.01392	0.31289	0.53908	0.53908	0.02572	0.03078	0.00558	0.09296	56.40351	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
4	8.56846	2.65963	34.00106	0.00000	0.85902	3.48806	2.29220	2.15066	0.32079	0.16912	0.03793	14.90934	0.01853	0.01853	0.00072	0.00106	4.71793	0.77259	372.38554	212	0.14900	0.12000	3000.00000	17.51280	M	43.43531	-79.98702	296.68647	-35.61007	
