nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
3	3.67370	316.51674	5.59494	0.00000	0.97952	2.07298	5.84267	1.58151	0.50301	0.03413	0.06322	5.55441	0.77926	0.77926	0.03957	0.06032	0.17414	0.03692	150.96013	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
4	1.23635	4.01486	1.28300	0.00000	2.66130	3.20831	3.04709	5.25289	0.53918	0.17993	0.05663	3.04751	0.04238	0.04238	0.00298	0.00328	58.86483	0.13797	635.18565	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
4	0.60390	10.13785	0.24411	0.00000	2.66130	1.78596	4.87211	4.63210	0.31509	0.38364	0.09741	3.04751	0.07859	0.07859	0.00608	0.00608	17.11939	0.33686	515.03109	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
4	1.30585	20.15545	2.06734	0.00000	2.66130	0.55133	4.83659	0.23783	0.01384	0.38320	0.06955	3.04751	0.12426	0.12426	0.00867	0.00962	6.84793	0.56456	448.67336	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
4	2.38230	55.05993	4.94024	0.00000	2.66130	1.36775	4.66919	5.22304	0.34968	0.54235	0.06796	3.04751	0.24283	0.24283	0.01838	0.01880	1.79323	0.42934	289.23063	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
4	2.33794	79.63982	3.93242	0.00000	2.66130	5.73347	5.81002	5.41668	0.10515	0.04946	0.08220	3.04751	0.31058	0.31058	0.02147	0.02404	1.09625	0.57596	276.99312	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
5	2.87783	0.93803	11.56315	0.00000	0.87786	0.44156	4.03527	0.37294	0.64937	0.03712	0.00430	251.61320	0.01608	0.01608	0.00085	0.00124	409.06686	0.77579	963.19671	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
5	0.76938	143.83244	0.34731	0.00000	0.87786	1.76187	5.51275	6.26252	0.17232	0.05458	0.05032	251.61320	0.46060	0.46060	0.02984	0.03565	0.49843	0.64083	223.05966	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
6	0.87997	71.55161	0.48401	0.00000	0.82621	2.11945	2.13227	0.87201	0.38296	0.47291	0.02346	259.09193	0.28918	0.28918	0.02227	0.02238	1.26451	0.26959	261.58537	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
6	3.69454	187.89143	24.39857	0.00000	0.82621	3.15371	0.61604	3.60081	0.68939	0.13436	0.03276	259.09193	0.55041	0.55041	0.03249	0.04260	0.34904	0.71106	159.70745	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
7	0.84760	35.88260	0.36203	0.00000	1.55941	1.86307	4.62983	3.35260	0.78230	0.04724	0.05270	6.77211	0.18253	0.18253	0.00182	0.01413	3.17374	0.00023	253.75383	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
7	0.89623	171.57794	0.93996	0.00000	1.55941	5.97075	5.10717	2.90218	0.56134	0.51574	0.05377	6.77211	0.51807	0.51807	0.00622	0.04010	0.39397	0.00040	179.45408	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
8	0.67015	1.82884	0.21112	0.00000	0.66076	3.80740	4.90791	1.26171	0.22326	0.04261	0.01969	6.05800	0.02509	0.02509	0.00194	0.00194	167.95075	0.35385	940.62823	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
8	0.90719	109.43772	0.34018	0.00000	0.66076	1.40517	4.57606	0.42610	0.78153	0.37142	0.07584	6.05800	0.38388	0.38388	0.02403	0.02971	0.71756	0.66921	175.13175	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
8	0.59199	411.33273	0.21555	0.00000	0.66076	1.16106	5.53863	5.10992	0.63166	0.21018	0.04108	6.05800	0.92800	0.92800	0.05866	0.07183	0.12279	0.66153	128.35286	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
9	1.87034	4.09323	4.09898	0.00000	2.09697	2.27591	1.02482	6.05639	0.00644	0.56651	0.08369	1.64021	0.04293	0.04293	0.00261	0.00332	57.36685	0.07197	764.74629	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
9	2.73594	388.29214	4.83882	0.00000	2.09697	1.83572	1.12155	3.00759	0.22357	0.04324	0.05497	1.64021	0.89301	0.89301	0.04784	0.06912	0.13260	0.76646	157.65724	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	0.62218	120.01619	0.05598	0.00000	1.18296	0.89678	3.52944	3.57270	0.61724	0.47895	0.02350	3.26660	0.41462	0.41462	0.08735	0.11856	0.83199	0.05625	209.08081	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
0	0.65754	455.81611	0.34018	0.00000	1.18296	2.91916	4.94768	4.15849	0.22041	0.12932	0.04292	3.26660	1.00928	1.00928	0.27620	0.28860	0.14041	0.18680	160.09078	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
1	3.70665	193.14818	12.05291	0.00000	1.10823	4.07112	4.26903	1.89589	0.18111	0.31107	0.07828	1.99159	0.56939	0.56939	0.16191	0.16282	0.44115	0.37288	215.77749	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
1	1.63489	352.16478	3.26278	0.00000	1.10823	1.60395	0.35254	1.04812	0.41824	0.19623	0.05405	1.99159	0.84980	0.84980	0.11452	0.24300	0.19805	0.01224	162.15637	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
3	0.53402	124.54219	0.12833	0.00000	2.30791	6.04731	1.74359	3.42075	0.58451	0.59775	0.09304	2.27349	0.42497	0.42497	0.09064	0.12152	0.79192	0.72501	210.79662	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	6.14261	16.13353	62.04756	0.00000	2.21907	0.26392	2.54028	6.21128	0.22942	0.13918	0.03466	259.23233	0.10880	0.10880	0.02700	0.03111	12.08179	0.10999	486.17386	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	0.79848	169.80113	0.19838	0.00000	2.21907	3.94555	0.96094	0.19385	0.76192	0.03887	0.05742	259.23233	0.52253	0.52253	0.10226	0.14942	0.52382	0.04291	165.39886	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	2.35078	490.26350	3.85169	0.00000	2.21907	4.82768	1.89106	2.52432	0.70655	0.06088	0.08637	259.23233	1.05951	1.05951	0.19611	0.30296	0.12741	0.79745	122.38741	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
5	0.84908	31.47765	0.41860	0.00000	1.98726	3.05289	5.95530	5.77399	0.13722	0.10183	0.03756	0.68434	0.16988	0.16988	0.03565	0.04858	4.95565	0.73466	400.22483	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
5	0.52625	119.45213	0.10215	0.00000	1.98726	1.14424	1.33949	4.39818	0.64537	0.51528	0.00901	0.68434	0.41332	0.41332	0.10403	0.11819	0.83723	0.59212	205.45065	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
5	0.94762	225.52337	0.68863	0.00000	1.98726	2.05980	2.03798	5.27501	0.26483	0.33958	0.06615	0.68434	0.63136	0.63136	0.11209	0.18054	0.35880	0.03048	199.46301	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
6	2.51909	13.19906	6.07894	0.00000	1.76830	3.54162	6.14093	3.34900	0.09421	0.40593	0.05306	7.50833	0.09517	0.09517	0.02716	0.02721	15.78993	0.35088	541.26042	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
6	1.29447	30.26640	3.00300	0.00000	1.76830	0.42602	1.67086	1.92829	0.48342	0.04830	0.06811	7.50833	0.16550	0.16550	0.04265	0.04732	5.22183	0.56526	356.69220	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
6	1.64174	157.13991	9.01530	0.00000	1.76830	6.21124	4.32373	2.41782	0.07664	0.38897	0.00866	7.50833	0.49622	0.49622	0.12784	0.14189	0.58084	0.13183	238.18302	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	1.57696	1.24917	3.54503	0.00000	0.81088	0.31739	6.20577	6.27334	0.76002	0.47760	0.08870	0.76224	0.01977	0.01977	0.00564	0.00565	366.10675	0.35053	852.11584	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	3.09165	4.31076	6.88456	0.00000	0.81088	4.93052	0.16620	1.87392	0.44634	0.45886	0.00543	0.76224	0.04514	0.04514	0.00985	0.01291	70.20468	0.06425	694.95492	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	2.48812	76.88604	6.07894	0.00000	0.81088	0.03961	4.72615	5.42515	0.36355	0.04879	0.01245	0.76224	0.30812	0.30812	0.07722	0.08811	1.50652	0.59675	275.41530	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	2.63298	348.12185	4.54690	0.00000	0.81088	5.83025	3.66183	5.61715	0.24415	0.23350	0.05334	0.76224	0.84328	0.84328	0.23979	0.24113	0.20112	0.26742	173.79121	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
8	1.42267	37.12222	5.14948	0.00000	2.02649	5.12777	0.89765	5.03678	0.37911	0.46703	0.05256	0.51775	0.18963	0.18963	0.05161	0.05422	3.97733	0.48685	348.90398	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
9	1.21151	44.28981	1.61182	0.00000	1.05780	3.11937	4.36446	0.53563	0.56383	0.41331	0.02849	2.03402	0.21331	0.21331	0.03154	0.06100	3.14315	0.87250	301.16750	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
9	6.24750	416.89005	47.38279	0.00000	1.05780	6.22348	1.87058	2.45825	0.25811	0.39570	0.04265	2.03402	0.95097	0.95097	0.16022	0.27193	0.15815	0.83347	162.89499	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
0	0.53484	216.57041	0.08302	0.00000	0.37329	5.78992	3.64486	3.45383	0.46141	0.48803	0.02341	1.10646	0.60509	0.60509	0.16693	0.17314	0.28881	0.19684	174.79206	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	0.88828	381.99339	0.70306	0.00000	0.37329	3.59320	3.01964	2.65417	0.46337	0.00356	0.05763	1.10646	0.88333	0.88333	0.24719	0.25276	0.13552	0.42963	144.53542	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	2.02034	1.13693	6.60480	0.00000	0.58725	6.22932	0.83409	2.77992	0.60900	0.46810	0.00476	653.08333	0.01828	0.01828	0.00506	0.00523	316.54620	0.45454	928.34071	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	1.39290	17.21202	3.77263	0.00000	0.58725	2.32508	0.82093	3.94867	0.68536	0.19315	0.03533	653.08333	0.11185	0.11185	0.02666	0.03201	8.45227	0.64497	355.42648	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	2.37042	24.37117	7.02884	0.00000	0.58725	3.41734	6.06731	6.25904	0.19149	0.17024	0.07168	653.08333	0.14104	0.14104	0.04001	0.04036	5.31595	0.38693	400.74665	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	0.59413	32.65364	0.11332	0.00000	0.58725	4.05793	0.62064	3.56678	0.32549	0.09041	0.01825	653.08333	0.17141	0.17141	0.04304	0.04905	3.59893	0.59538	347.41124	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	2.08512	77.24331	7.63688	0.00000	0.58725	5.70220	2.44780	3.80754	0.24428	0.49406	0.07904	653.08333	0.30432	0.30432	0.08707	0.08708	1.14183	0.32606	268.25251	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	1.70233	151.51697	12.56343	0.00000	0.58725	5.18898	2.77293	5.33318	0.26199	0.20335	0.08514	653.08333	0.47686	0.47686	0.11515	0.13645	0.46502	0.09706	213.02809	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	1.17546	2.98260	3.13020	0.00000	0.64711	3.63159	2.71940	0.38534	0.23986	0.30353	0.00659	6.83608	0.03477	0.03477	0.00995	0.00995	87.48960	0.30728	794.81452	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
3	0.59003	0.50245	0.32636	0.00000	0.74554	3.93947	3.65465	4.40690	0.44844	0.28234	0.06646	837.25672	0.01060	0.01060	0.00227	0.00303	940.34889	0.05954	1328.23188	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
3	1.38533	243.78794	4.45356	0.00000	0.74554	1.85628	5.65211	5.44614	0.30681	0.48306	0.06283	837.25672	0.65478	0.65478	0.13827	0.18736	0.24664	0.73141	178.97158	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	0.81639	0.73876	0.84736	0.00000	1.56597	3.65962	6.08309	1.15462	0.46443	0.54986	0.09985	1.84819	0.01371	0.01371	0.00227	0.00392	562.44147	0.02391	1159.51957	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	1.53117	2.18410	2.24617	0.00000	1.56597	3.50984	4.15844	6.16249	0.23596	0.21301	0.03639	1.84819	0.02824	0.02824	0.00505	0.00808	132.55196	0.81204	882.93704	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	1.44437	8.40446	2.39038	0.00000	1.56597	3.78029	3.71276	6.10815	0.04886	0.21834	0.06599	1.84819	0.06936	0.06936	0.01831	0.01985	21.98213	0.53523	595.15803	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	1.28507	51.02249	3.54503	0.00000	1.56597	5.80136	2.58407	2.41461	0.45207	0.28517	0.02610	1.84819	0.23081	0.23081	0.01865	0.06605	1.98488	0.96176	284.22946	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	0.59654	67.11358	0.13102	0.00000	1.56597	2.08577	2.25981	3.16647	0.59624	0.44037	0.05390	1.84819	0.27709	0.27709	0.05192	0.07929	1.37722	0.79248	240.34432	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	3.29688	121.17471	5.14948	0.00000	1.56597	2.55767	3.68031	2.77344	0.70289	0.02522	0.03344	1.84819	0.41086	0.41086	0.11586	0.11757	0.62642	0.23804	182.80984	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	1.26764	230.31301	1.39399	0.00000	1.56597	0.01256	1.82039	3.92363	0.28613	0.57003	0.04911	1.84819	0.63042	0.63042	0.15480	0.18039	0.26607	0.61797	183.74140	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	2.45082	484.25187	16.45175	0.00000	1.56597	2.05856	0.66626	4.48530	0.66592	0.46184	0.04333	1.84819	1.03466	1.03466	0.12589	0.29606	0.09878	0.91391	118.62623	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
5	0.83398	125.43764	0.74820	0.00000	1.87405	5.35711	2.29521	4.43010	0.03710	0.22595	0.09788	1.29141	0.42044	0.42044	0.10982	0.12031	0.59820	0.14107	242.47127	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
5	1.23646	195.29352	1.64560	0.00000	1.87405	2.38854	4.83545	0.75898	0.22216	0.26485	0.00105	1.29141	0.56478	0.56478	0.12848	0.16161	0.33151	0.68219	198.33607	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
6	3.24509	0.88821	12.30552	0.00000	2.25938	0.24778	0.28047	1.84889	0.32123	0.00453	0.07082	0.49436	0.01550	0.01550	0.00335	0.00444	439.94484	0.06198	1157.00333	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
6	2.27728	2.97233	10.64251	0.00000	2.25938	5.17364	1.52960	0.31874	0.23658	0.15447	0.09475	0.49436	0.03469	0.03469	0.00665	0.00993	87.89293	0.03972	796.58627	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	1.19127	1.09063	0.93996	0.00000	1.45117	2.22133	0.34290	1.17716	0.76969	0.16355	0.09763	0.39523	0.01778	0.01778	0.00066	0.00509	334.58974	0.00023	824.63592	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	1.37530	4.13972	2.15490	0.00000	1.45117	3.41380	6.12286	4.22959	0.40691	0.29526	0.08781	0.39523	0.04326	0.04326	0.00752	0.01238	56.50939	0.82276	669.67538	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	0.51719	40.32864	0.09599	0.00000	1.45117	5.87314	0.87066	3.96448	0.07624	0.55032	0.00444	0.39523	0.19731	0.19731	0.00962	0.05646	2.71601	0.98591	350.28915	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	0.94524	161.69414	1.00030	0.00000	1.45117	2.68079	1.23242	3.01412	0.39135	0.42771	0.06446	0.39523	0.49798	0.49798	0.06579	0.14250	0.42641	0.89851	198.65615	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	0.50771	470.67152	0.06888	0.00000	1.45117	2.84331	3.88234	1.80302	0.42997	0.06655	0.09683	0.39523	1.01523	1.01523	0.24091	0.29050	0.10259	0.64886	136.87069	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
8	3.09193	6.27842	10.00046	0.00000	2.20769	0.87534	1.14452	1.66790	0.18240	0.22543	0.07719	125.47955	0.05710	0.05710	0.01578	0.01634	32.43012	0.19918	631.57685	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
8	1.06558	64.43295	0.84736	0.00000	2.20769	3.47234	4.79104	6.21587	0.62153	0.03633	0.08193	125.47955	0.26966	0.26966	0.04589	0.07716	1.45414	0.83022	239.72556	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
8	2.34893	183.79380	5.04378	0.00000	2.20769	1.28935	2.05665	0.24052	0.28824	0.52448	0.08413	125.47955	0.54238	0.54238	0.12404	0.15520	0.35945	0.07725	197.94640	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	1.65535	1.77282	3.13020	0.00000	1.35545	2.40188	2.08996	1.87590	0.71537	0.49621	0.02289	7.19147	0.03153	0.03153	0.00120	0.00173	3470.17397	0.76292	1560.31572	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
1	0.80055	36.54220	0.90176	0.00000	1.02368	1.51756	4.65527	4.67032	0.74760	0.47010	0.03616	7.03737	0.23702	0.23702	0.01294	0.01298	61.40147	0.27716	552.23236	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	1.60739	4.81326	3.06594	0.00000	2.00924	0.83735	1.24363	4.84490	0.69523	0.35843	0.08706	9.77569	0.06136	0.06136	0.00331	0.00336	916.19117	0.41077	1137.73620	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	0.77358	53.01162	0.52588	0.00000	2.00924	2.13623	3.37320	1.74178	0.70577	0.07690	0.05603	9.77569	0.30374	0.30374	0.00920	0.01664	37.38897	0.85368	506.88666	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	2.72531	112.33001	5.36760	0.00000	2.00924	0.79147	5.93826	0.87957	0.00948	0.22023	0.04457	9.77569	0.50109	0.50109	0.02435	0.02745	13.73759	0.12216	534.56077	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.92224	9.49484	0.70306	0.00000	1.77520	2.33584	0.76385	1.08284	0.55614	0.54650	0.03150	425.43469	0.09651	0.09651	0.00177	0.00529	370.32955	0.00419	996.57825	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	1.52262	14.08134	5.48009	0.00000	1.77520	3.89647	1.90225	2.53728	0.70414	0.30957	0.03925	425.43469	0.12551	0.12551	0.00229	0.00687	218.96745	0.94706	789.62534	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.85411	44.52813	0.40159	0.00000	1.77520	1.58895	5.11298	1.29191	0.51155	0.27715	0.08841	425.43469	0.27040	0.27040	0.01471	0.01481	47.17650	0.26112	609.80240	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.86044	64.66331	1.06452	0.00000	1.77520	3.78405	5.98871	2.05292	0.41364	0.42162	0.01257	425.43469	0.34676	0.34676	0.00519	0.01899	28.68762	0.00223	563.66097	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	3.72470	118.40399	11.32578	0.00000	1.77520	5.66653	3.96958	5.87661	0.55181	0.33990	0.07396	425.43469	0.51900	0.51900	0.02605	0.02843	12.80609	0.54447	430.79673	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	1.42310	401.27811	5.48009	0.00000	1.77520	3.40409	4.55325	4.04527	0.13792	0.40604	0.04106	425.43469	1.17099	1.17099	0.04451	0.06414	2.51562	0.04509	337.75506	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	1.06015	4.60948	1.68009	0.00000	1.22780	1.12403	4.86775	3.10112	0.18733	0.01742	0.05031	248.77842	0.05962	0.05962	0.00115	0.00327	970.58895	0.00493	1474.99859	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	1.51341	142.95747	2.44048	0.00000	1.22780	5.15489	4.69780	6.27433	0.16842	0.33411	0.06565	248.77842	0.58847	0.58847	0.01086	0.03223	9.96084	0.94575	472.17531	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	2.81863	198.12723	6.46922	0.00000	1.22780	5.04131	6.13775	3.25683	0.16580	0.10596	0.04366	248.77842	0.73151	0.73151	0.04005	0.04007	6.44633	0.30422	423.83774	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	1.88051	268.58876	7.17616	0.00000	1.22780	1.19973	3.49214	2.45799	0.62092	0.21416	0.00447	248.77842	0.89601	0.89601	0.04670	0.04908	4.29656	0.48747	314.42534	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	2.22462	348.70775	3.85169	0.00000	1.22780	4.12920	4.01666	2.95603	0.22107	0.04052	0.04037	248.77842	1.06634	1.06634	0.04677	0.05841	3.03359	0.07781	345.07820	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
5	5.86329	110.33330	19.82825	0.00000	0.23778	1.46645	0.25851	5.29717	0.00005	0.08197	0.09355	386.76382	0.49514	0.49514	0.02679	0.02712	14.07007	0.40054	539.04201	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
6	1.01771	7.27004	1.36537	0.00000	1.16600	5.58785	5.35000	5.16729	0.06570	0.14737	0.01811	2.78302	0.08078	0.08078	0.00256	0.00442	528.67565	0.83994	1312.11645	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
7	0.55540	5.27356	0.17517	0.00000	1.06305	3.97794	3.22605	5.38838	0.77437	0.27095	0.04737	1.08041	0.06521	0.06521	0.00276	0.00357	811.14668	0.06799	1023.70718	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
7	3.37117	127.66997	21.99502	0.00000	1.06305	5.38678	2.55426	1.00242	0.00949	0.25090	0.01251	1.08041	0.54573	0.54573	0.02798	0.02989	11.58208	0.51448	512.22965	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
7	3.36476	311.52021	25.43199	0.00000	1.06305	5.17747	0.55740	5.54351	0.32805	0.43846	0.05026	1.08041	0.98911	0.98911	0.05350	0.05418	3.52579	0.40151	345.30471	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
8	2.65296	49.06071	4.01483	0.00000	1.09106	2.39521	0.58699	4.56336	0.19862	0.45412	0.04943	2.10634	0.28845	0.28845	0.00941	0.01580	41.45656	0.82982	668.20742	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
8	0.66876	81.66662	0.32636	0.00000	1.09106	1.31838	2.70154	4.60421	0.38488	0.32235	0.02553	2.10634	0.40515	0.40515	0.01450	0.02219	21.01417	0.03638	527.74314	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
9	2.99300	7.01129	9.39715	0.00000	1.06434	0.23340	0.93492	2.02540	0.29953	0.48808	0.05121	4.26623	0.07885	0.07885	0.00426	0.00432	554.84905	0.24345	1235.79107	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
