SOURCE_ID,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe
350664155368182656,24.901464121306226,45.876760727613814,47.5820527427492,0.024657173,6.449255,0.8448658,0.9386248
351666257136713472,32.27141309765506,43.69021936585885,27.152410637534825,0.022671148,13.712969,2.7555199,1.346701
353154789722652160,33.98327286643462,46.45664349242362,18.83660016942384,0.01681712,10.703107,1.507,1.267633
354168848680474368,36.906125704892155,47.16713001849636,32.00137383774102,0.022090776,13.357134,2.9555826,1.3522997
377967159389809536,14.46906588347548,46.66142850587676,19.668328737491247,0.030038096,14.562295,2.7662058,1.1569381
390659440585171840,10.461010785453094,49.22387655498998,16.676370691407868,0.05553763,16.414248,3.3603344,1.061402
390900439790625664,8.62642539972443,47.915811059385526,20.973156259057745,0.023821838,7.257348,0.71238136,1.0782255
391161092765540224,7.897668130202584,49.04500794473134,18.06723696272084,0.029483736,14.966565,2.846033,1.0505555
393682199910342144,3.1490666297647003,49.578389761272945,17.07008994478682,0.109313324,17.517406,3.763773,1.0608683
395351022345818752,2.8672428883363903,50.81948411381234,20.18641180352368,0.074586555,15.992067,2.9905825,0.8400049
395893734415174144,1.8331732885588237,52.69073006815011,25.829956252910183,0.031079894,14.889077,2.7473373,1.2618697
397900721085561984,19.671739563600724,45.476305715489694,20.096479162997433,0.026662204,14.051425,2.7740183,1.3671184
405102621028789760,15.520596603244714,52.90375194101554,37.34219804251733,0.021800954,12.472226,2.569172,1.2411793
405444436003523456,25.259025050739037,49.33753077886563,19.79258597883596,0.019240733,10.959281,1.7424192,1.2444772
409511117204315648,26.392470265118334,55.924859701844355,24.329900378348047,0.016023127,12.774047,2.4562292,1.2219372
411601907281189504,17.777433589034587,55.1498128843095,23.884435517084235,0.11355732,4.288004,0.23993778,0.95225763
420531621029108608,3.357850446110235,54.63534622090124,30.976599032214992,0.11511801,17.99675,1.4482307,1.0474571
426732767830735744,12.590447443396036,59.38805261391977,21.36705652108999,0.016429678,12.845303,2.3831673,1.1151398
426757197608443904,12.615999656153559,59.50163103379674,21.354934958773754,0.011002312,9.811787,1.2408981,0.8732699
427358011981882752,12.110583516960432,61.16417821128448,20.16259175412136,0.35666606,19.741497,3.4854946,1.0653813
430881981118821248,8.32883691578517,63.463675912166856,20.874724252681105,0.023703022,15.2486105,2.9055376,1.082044
431927169996427136,4.900132981142414,64.42078541481756,16.944477521741685,0.0255974,14.986032,2.8016615,1.1049076
434072695134736768,45.4936903638761,45.58601219643565,17.633840787376442,0.12381631,17.496351,3.93186,0.942313
434936464597970816,47.43562330521093,46.551414061971265,19.026660660276285,0.033924162,15.186974,2.999692,1.0679643
437812821376118528,42.661446304689996,48.499542038933726,18.764250200479722,0.039906796,15.571367,2.9845953,1.0511795
439301147805966464,46.01770956378465,49.727798195147116,17.475661183815166,0.020513771,13.943637,2.590024,1.265895
441892456194188032,52.20791939714144,50.87832834480375,31.896718399239624,0.021061061,14.060463,2.7591467,1.2485397
445225247734316544,54.150537289963985,54.83625732108619,20.005571517493127,0.036825303,15.438124,3.1031876,1.1706475
456810629964685312,34.50807222970162,56.266613602590844,28.18302815534475,0.023564085,10.896313,1.8521957,1.1608824
463763662315956352,49.9200704851515,62.58778096298276,20.348254199222918,0.019148247,14.436822,2.66825,1.0719789
464497964284030208,43.46858109066448,59.84374701739899,25.688552390409672,0.017689185,11.7584,2.1155443,1.2294642
465022912367929344,38.18252473763442,59.46016196224217,18.480521052080494,0.060716406,16.519478,3.462511,1.0350924
465395822908970880,37.41308108228915,60.78354821796796,20.024029072337736,0.020174779,14.45472,2.6936426,1.1167521
465766186531331840,42.15522199160896,62.18924518446239,24.095019013041277,0.059977308,16.517065,3.5532875,1.1179729
468737616704971136,59.54273405971399,55.83227430129212,18.14262044824472,0.048899382,16.509024,0.33709335,0.99260074
470757041608000640,65.9199475772493,58.61376914059812,16.74709936370722,0.019212697,14.162924,2.5791864,1.099728
482210963467781504,70.93162624537452,64.80998810477706,47.81056104773645,0.023589088,14.065862,3.3337317,1.1790534
482417706013403776,72.22594319382083,65.84729930568949,16.80194697895534,0.024566311,15.061689,2.9299192,1.0663303
483612703353626624,74.63687899855998,67.00568323946462,17.31881351683136,0.014893877,13.90903,2.5303211,1.0954882
488430144832091264,53.63497756410445,64.66277166389283,23.085191939063833,0.05569431,16.436424,3.6198568,1.0189956
489466400180025088,66.76165359899893,66.8883192180632,28.647986536957742,0.020737665,14.55813,3.060504,1.0357436
489697538140128000,64.19443872213442,66.91008273352499,26.730476281625418,0.011972762,9.8732395,1.4699049,0.9429851
492968997550125952,49.64036831491472,68.03476613602534,16.912413586374708,0.04987607,16.609377,3.3936682,0.9651329
494406712082475520,54.3106335994426,69.17996765963441,27.046776891338638,0.020085376,12.852227,2.9078274,1.2506737
499535899464545408,87.95730391842177,73.85192052642626,31.583258440228207,0.012523708,9.065161,1.2596264,0.9899394
510312144220561152,20.89570872158116,61.05015846288721,17.204541118089907,0.019031515,11.376772,1.6338387,1.1942172
513686334940973184,36.63036754161146,62.47638652465161,18.36643655778875,0.0962986,17.7561,0.60269165,0.9878235
513697884112730752,34.40416555194379,61.39500819825023,21.216003840544264,0.049735215,15.771379,3.5827036,1.218763
523433578540463488,16.799809785868064,63.942745992881164,66.36663573327061,0.016111042,8.415902,1.6417842,0.9901345
524896135167204352,19.430530210980177,64.98625081103586,44.18164700157755,0.015420287,12.335951,2.6841698,1.081172
525862056127396736,15.346595576982448,65.87309119103351,23.8057985995192,0.024435408,11.559676,1.6377745,1.0262871
526058696910777984,15.203451656922553,66.94828338360108,44.317285187518905,0.020118538,12.15071,2.689704,1.2554857
527621343453476608,8.574125126472739,66.25284791101977,33.4643680076279,0.011330918,10.635945,1.881527,0.94652814
528680203210878848,4.437440921150026,67.53302868042618,18.58459329213589,0.11927773,18.01673,4.059622,0.9665075
528973914551617920,1.3204500357159379,67.97589596619125,22.066803570014947,0.013816269,14.020947,2.4345741,1.091151
536122492480878976,12.82360892453818,70.79581284874176,21.877991365538733,0.081510976,17.173607,4.136203,1.0891293
538740017346593280,9.053005836627479,75.16199635003588,16.674850034058426,0.017565181,14.484298,2.7504997,1.1045542
539934155693150208,7.881267399766999,76.24991929354441,29.421345504210013,0.015544029,13.87668,3.0343542,1.2155432
542235021212802688,45.0116636147728,70.4948306405555,19.17327890291315,0.013238489,13.439047,2.199935,1.0342009
545764419178495744,42.52888614728661,72.72464041849342,16.943069372439524,0.052591722,16.830872,3.323266,1.0407659
548172349642820352,47.27224723331344,76.03899710139231,47.51286789141637,0.011245545,9.159814,1.7530117,1.0094503
548423278811480960,40.38327177910709,74.71387596834751,20.535700988820732,0.033501945,15.929166,0.24015236,0.9972311
553395991947997568,81.14698715977723,78.75188535202705,18.298559022310165,0.01893836,14.577279,2.6758394,1.2253469
554468462460879616,54.48883963929325,77.76913128709279,35.51977591275364,0.01461774,13.72121,2.6469078,1.1696168
559982994311193984,18.667675422826463,75.73194590136369,23.908440727566084,0.013043536,12.11897,2.2176323,1.1523856
560007870762525312,22.324111299029127,75.65515865808294,18.2859870541519,0.16178265,17.966293,4.459114,1.3788705
561519424371057024,43.32485393908977,78.67083891885487,19.82981919039523,0.017856259,8.008687,0.84021425,0.9520401
561911984381838208,28.205393462560966,77.72367272594656,23.22422442703385,0.024968658,15.062706,2.9732723,1.1757102
