pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_refname,sy_dist,sy_disterr1,sy_disterr2,AngSep,Rp_m,Rs_m,B_planet,B_star,Fp,fp,flux_ratio_value_best,luminosity_s,distance_s,radius_p,Rp,Porb,Mp,ep,ecc_p,ip,inc_p,Omegap,large_omega_p,omegap,small_omega_p,thetap,Abond,AgeomVIS,AgeomMIR,ap,rp,maxAngSep,Tp,Msun,Nuniverse,Nstar,ra,dec,name_s,id,radius_s,p_orb,semimajor_p,temp_s,temp_p,mass_p,detected,detected_best,detected_worst,maxangsep,z,stype,habitable,run,Star,radius_bin
GJ 238 b,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.7446999,1.9e-06,-1.8e-06,0.0,0.02123,0.00016,-0.00017,0.0,0.566,0.014,-0.014,0.0,,,,,,,,,758.0,16.0,-15.0,0.0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.0,140.0,-140.0,0.0,0.4314,0.0075,-0.0071,0.0,0.4193,0.0095,-0.0098,0.0,-1.61618,0.05394,-0.0534,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.2142,0.0071,-0.0072,287.82360886540204,3610004.5999999996,300124980.0,30706878.558156308,219831629.02583787,2.02095533627117e-05,2.02095533627117e-05,2.02095533627117e-05,0.024200258220807624,15.2142,0.566,0.566,1.7446999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.82360886540204,0.3,0.3,0.3,0.02123,0.02123,287.82360886540204,758.0,0.4193,1,1,0.0,0.0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,41,0.4314,1.7446999,0.02123,3485.0,758.0,,True,True,True,287.82360886540204,0.1,M,False,0,<__main__.Star object at 0x17f6e96a0>,Rocky HZ
GJ 3473 b,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.1980035,1.8e-06,-1.9e-06,0.0,0.01589,0.00062,-0.00062,0.0,1.264,0.05,-0.049,0.0,1.86,0.3,-0.3,0.0,59.4,5.0,-4.5,0.0,773.0,16.0,-15.0,0.0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.0,54.0,-54.0,0.0,0.364,0.012,-0.012,0.0,0.36,0.016,-0.016,0.0,-1.82391,0.00547,-0.00554,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.3644,0.0376,-0.0376,119.7742632763737,8061918.4,253234800.0,31680287.995539352,210120934.41003156,0.0001528093117326665,0.0001528093117326665,0.0001528093117326665,0.014999956513820394,27.3644,1.264,1.264,1.1980035,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7742632763737,0.3,0.3,0.3,0.01589,0.01589,119.7742632763737,773.0,0.36,1,1,0.0,0.0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,45,0.364,1.1980035,0.01589,3347.0,773.0,1.86,True,True,True,119.7742632763737,0.1,M,False,0,<__main__.Star object at 0x17f6e9820>,Rocky HZ
GJ 357 b,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,3.93072,8e-05,-6e-05,0.0,0.035,0.002,-0.002,0.0,1.217,0.084,-0.083,0.0,1.84,0.31,-0.31,0.0,12.6,1.1,-0.8,0.0,525.0,11.0,-9.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.0,51.0,-51.0,0.0,0.337,0.015,-0.015,0.0,0.342,0.011,-0.011,0.0,-1.79833,0.00972,-0.00994,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.44181,0.00511,-0.00511,764.6071039345211,7762147.7,234450900.00000003,16170515.183551952,221239249.9995368,8.01164459317027e-05,8.01164459317027e-05,8.01164459317027e-05,0.01590999341880535,9.44181,1.217,1.217,3.93072,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.6071039345211,0.3,0.3,0.3,0.035,0.035,764.6071039345211,525.0,0.342,1,1,0.0,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,46,0.337,3.93072,0.035,3505.0,525.0,1.84,True,True,True,764.6071039345211,0.1,M,False,0,<__main__.Star object at 0x17f6e9880>,Rocky HZ
GJ 367 b,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.321962,1e-05,-1.2e-05,0.0,0.0071,0.0002,-0.0002,0.0,0.718,0.054,-0.054,0.0,0.546,0.078,-0.078,0.0,,,,,1745.0,43.0,-43.0,0.0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,M1.0 V,3522.0,70.0,-70.0,0.0,0.457,0.013,-0.013,0.0,0.454,0.011,-0.011,0.0,-1.54061,0.03892,-0.04275,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.41263,0.002835,-0.002835,155.58685510850847,4579475.8,317934900.0,97875761.31107262,222435779.65241003,9.129051068427944e-05,9.129051068427944e-05,9.129051068427944e-05,0.028799835026085692,9.41263,0.718,0.718,0.321962,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.58685510850847,0.3,0.3,0.3,0.0071,0.0071,155.58685510850847,1745.0,0.454,1,1,0.0,0.0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,47,0.457,0.321962,0.0071,3522.0,1745.0,0.546,True,True,True,155.58685510850847,0.1,M,False,0,<__main__.Star object at 0x17f6e98e0>,Rocky HZ
GJ 367 b,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.3219225,2e-07,-2e-07,0.0,0.00709,0.00027,-0.00027,0.0,0.699,0.024,-0.024,0.0,0.633,0.05,-0.05,0.0,579.0,57.0,-52.0,0.0,1365.0,32.0,-32.0,0.0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.0,70.0,-70.0,0.0,0.458,0.013,-0.013,0.0,0.455,0.011,-0.011,0.0,-1.5391,0.04153,-0.0426,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.41263,0.002835,-0.002835,155.36771869286267,4458291.899999999,318630600.0,71581419.3051388,222435779.65241003,6.300248734477869e-05,6.300248734477869e-05,6.300248734477869e-05,0.028900143553494708,9.41263,0.699,0.699,0.3219225,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.36771869286267,0.3,0.3,0.3,0.00709,0.00709,155.36771869286267,1365.0,0.455,1,1,0.0,0.0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,48,0.458,0.3219225,0.00709,3522.0,1365.0,0.633,True,True,True,155.36771869286267,0.1,M,False,0,<__main__.Star object at 0x17f6e9940>,Rocky HZ
GJ 3929 b,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.616235,5e-06,-5e-06,0.0,0.0252,0.0005,-0.0005,0.0,1.09,0.04,-0.04,0.0,1.75,0.44,-0.45,0.0,17.3,0.7,-0.7,0.0,568.0,6.0,-6.0,0.0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.0,88.0,-88.0,0.0,0.32,0.01,-0.01,0.0,0.313,0.027,-0.022,0.0,-1.96257,0.01948,-0.01624,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.8095,0.0096,-0.0095,328.7819349125526,6952129.000000001,222624000.0,18744019.583388902,212724190.95596406,8.592855912568086e-05,8.592855912568086e-05,8.592855912568086e-05,0.010900087895662278,15.8095,1.09,1.09,2.616235,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.7819349125526,0.3,0.3,0.3,0.0252,0.0252,328.7819349125526,568.0,0.313,1,1,0.0,0.0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,49,0.32,2.616235,0.0252,3384.0,568.0,1.75,True,True,True,328.7819349125526,0.1,M,False,0,<__main__.Star object at 0x17f6e99a0>,Rocky HZ
GJ 3929 b,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.6162745,2.9e-06,-3e-06,0.0,0.02569,0.00088,-0.00088,0.0,1.15,0.04,-0.039,0.0,1.21,0.4,-0.42,0.0,17.5,1.3,-1.2,0.0,568.8,9.4,-9.3,0.0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,M3.5 V,3369.0,51.0,-51.0,0.0,0.315,0.01,-0.01,0.0,0.309,0.014,-0.014,0.0,-1.93742,0.00412,-0.00416,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.8095,0.0096,-0.0095,335.1749169802967,7334814.999999999,219145500.0,18792504.78262232,211668786.0384063,9.945830762448148e-05,9.945830762448148e-05,9.945830762448148e-05,0.011549947229854663,15.8095,1.15,1.15,2.6162745,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.1749169802967,0.3,0.3,0.3,0.02569,0.02569,335.1749169802967,568.8,0.309,1,1,0.0,0.0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,50,0.315,2.6162745,0.02569,3369.0,568.8,1.21,True,True,True,335.1749169802967,0.1,M,False,0,<__main__.Star object at 0x17f6e9a00>,Rocky HZ
GJ 486 b,0,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,1.4671205,1.2e-06,-1.1e-06,0.0,0.01713,0.00091,-0.00098,0.0,1.343,0.063,-0.062,0.0,3.0,0.13,-0.13,0.0,41.3,4.4,-4.8,0.0,706.0,19.0,-20.0,0.0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,M3.5 V,3291.0,75.0,-75.0,0.0,0.339,0.015,-0.015,0.0,0.333,0.019,-0.019,0.0,-1.9165,0.02843,-0.03042,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.07426,0.004095,-0.004095,437.60288249325635,8565788.3,235842300.00000003,27359321.348385576,206181365.45757344,0.0001750439800196368,0.0001750439800196368,0.0001750439800196368,0.012119926887749224,8.07426,1.343,1.343,1.4671205,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.60288249325635,0.3,0.3,0.3,0.01713,0.01713,437.60288249325635,706.0,0.333,1,1,0.0,0.0,<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>,54,0.339,1.4671205,0.01713,3291.0,706.0,3.0,True,True,True,437.60288249325635,0.1,M,False,0,<__main__.Star object at 0x17f6e9b80>,Rocky HZ
GJ 486 b,0,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,1.467119,3.1e-05,-3e-05,0.0,0.01734,0.00026,-0.00027,0.0,1.305,0.063,-0.067,0.0,2.82,0.11,-0.12,0.0,40.3,1.5,-1.4,0.0,701.0,13.0,-13.0,0.0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,M3.5 V,3340.0,54.0,-54.0,0.0,0.328,0.011,-0.011,0.0,0.323,0.015,-0.015,0.0,-1.91721,0.00818,-0.00833,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.07426,0.004095,-0.004095,442.96754129790224,8323420.5,228189600.0,27039852.62807574,209628455.26164943,0.00017161927527430405,0.00017161927527430405,0.00017161927527430405,0.012100128989595487,8.07426,1.305,1.305,1.467119,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.96754129790224,0.3,0.3,0.3,0.01734,0.01734,442.96754129790224,701.0,0.323,1,1,0.0,0.0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,55,0.328,1.467119,0.01734,3340.0,701.0,2.82,True,True,True,442.96754129790224,0.1,M,False,0,<__main__.Star object at 0x17f6e9be0>,Rocky HZ
GJ 486 b,1,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...975L..22W/abstract target=ref>Weiner Mansfield et al. 2024</a>,1.46712127,3.1e-07,-3.5e-07,0.0,0.01714,0.00013,-0.00013,0.0,1.289,0.019,-0.014,0.0,2.77,0.076,-0.073,0.0,39.2,1.7,-1.6,0.0,696.3,7.2,-7.3,0.0,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...975L..22W/abstract target=ref>Weiner Mansfield et al. 2024</a>,,3317.0,36.0,-37.0,0.0,0.3243,0.0044,-0.0034,0.0,0.312,0.007,-0.0069,0.0,-1.93892,0.01738,-0.01771,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.07426,0.004095,-0.004095,437.8583424363347,8221370.899999999,225615509.99999997,26739969.312997997,208010375.41331434,0.0001706972346983209,0.0001706972346983209,0.0001706972346983209,0.01151012393735847,8.07426,1.289,1.289,1.46712127,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.8583424363347,0.3,0.3,0.3,0.01714,0.01714,437.8583424363347,696.3,0.312,1,1,0.0,0.0,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...975L..22W/abstract target=ref>Weiner Mansfield et al. 2024</a>,56,0.3243,1.46712127,0.01714,3317.0,696.3,2.77,True,True,True,437.8583424363347,0.1,M,False,0,<__main__.Star object at 0x17f6e9c40>,Rocky HZ
GJ 806 b,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.9263237,9e-07,-9e-07,0.0,0.01406,0.0003,-0.0003,0.0,1.331,0.023,-0.023,0.0,1.9,0.17,-0.17,0.0,130.0,6.0,-6.0,0.0,940.0,10.0,-10.0,0.0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.0,16.0,-16.0,0.0,0.4144,0.0038,-0.0038,0.0,0.413,0.011,-0.011,0.0,-1.58528,0.00163,-0.00164,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.0445,0.00435,-0.00435,240.7809290547553,8489251.1,288298080.0,42697190.88563955,227926330.32744083,0.00016242768842660824,0.00016242768842660824,0.00016242768842660824,0.025984837186298976,12.0445,1.331,1.331,0.9263237,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.7809290547553,0.3,0.3,0.3,0.01406,0.01406,240.7809290547553,940.0,0.413,1,1,0.0,0.0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,57,0.4144,0.9263237,0.01406,3600.0,940.0,1.9,True,True,True,240.7809290547553,0.1,M,False,0,<__main__.Star object at 0x17f6e9ca0>,Rocky HZ
Gliese 12 b,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DHOLAKIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.1276D/abstract target=ref>Dholakia et al. 2024</a>,12.76142,7e-05,-7e-05,0.0,0.067,0.0005,-0.0006,0.0,0.9,0.1,-0.09,0.0,10.0,,,1.0,1.6,0.2,-0.2,0.0,315.0,7.0,-8.0,0.0,<a refstr=DHOLAKIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.1276D/abstract target=ref>Dholakia et al. 2024</a>,M4 V,3253.0,55.0,-55.0,0.0,0.269,0.008,-0.008,0.0,0.241,0.006,-0.006,0.0,-2.13077,0.04458,-0.04969,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.21,0.01305,-0.01305,1131.8390663390662,5740290.0,187143300.0,5084456.512114,203508439.65755084,2.3506134294905534e-05,2.3506134294905534e-05,2.3506134294905534e-05,0.007399970697338884,12.21,0.9,0.9,12.76142,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.8390663390662,0.3,0.3,0.3,0.067,0.067,1131.8390663390662,315.0,0.241,1,1,0.0,0.0,<a refstr=DHOLAKIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.1276D/abstract target=ref>Dholakia et al. 2024</a>,61,0.269,12.76142,0.067,3253.0,315.0,10.0,True,True,True,1131.8390663390662,0.1,M,True,0,<__main__.Star object at 0x17f6e9e20>,Rocky HZ
Gliese 12 b,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.761408,5e-05,-5e-05,0.0,0.0668,0.0024,-0.0024,0.0,0.958,0.046,-0.048,0.0,3.87,,,1.0,1.62,0.13,-0.11,0.0,314.6,6.0,-5.4,0.0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296.0,48.0,-36.0,0.0,0.2617,0.0058,-0.007,0.0,0.2414,0.006,-0.006,0.0,-2.13787,0.00886,-0.00904,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.21,0.01305,-0.01305,1128.460442260442,6110219.8,182064690.0,5067051.516318112,206533087.803548,2.7632991031178297e-05,2.7632991031178297e-05,2.7632991031178297e-05,0.0072799768788612725,12.21,0.958,0.958,12.761408,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.460442260442,0.3,0.3,0.3,0.0668,0.0668,1128.460442260442,314.6,0.2414,1,1,0.0,0.0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,62,0.2617,12.761408,0.0668,3296.0,314.6,3.87,True,True,True,1128.460442260442,0.1,M,True,0,<__main__.Star object at 0x17f6e9e80>,Rocky HZ
HD 136352 b,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,11.57779,0.00091,-0.0011,0.0,0.0969,0.0019,-0.0017,0.0,1.482,0.058,-0.056,0.0,4.62,0.45,-0.44,0.0,114.0,10.0,-9.0,0.0,911.0,18.0,-18.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,0.03383,0.03399,-0.03426,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.682,0.0199,-0.0198,1361.3321413976296,9452344.2,704048400.0,40764191.007153735,386558235.769563,1.9008065557377257e-05,1.9008065557377257e-05,1.9008065557377257e-05,1.0810107182102053,14.682,1.482,1.482,11.57779,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.3321413976296,0.3,0.3,0.3,0.0969,0.0969,1361.3321413976296,911.0,0.906,1,1,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,242,1.012,11.57779,0.0969,5850.0,911.0,4.62,True,True,True,1361.3321413976296,0.1,G,False,0,<__main__.Star object at 0x17f809370>,Rocky HZ
HD 21749 c,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993,0.00051,-0.00044,0.0,0.0695,0.0021,-0.0023,0.0,0.892,0.064,-0.058,0.0,3.7,,,1.0,,,,,701.0,25.0,-23.0,0.0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,100.0,-100.0,0.0,0.695,0.03,-0.03,0.0,0.73,0.07,-0.07,0.0,-0.6862,0.00034,-0.00034,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.32,0.0071,-0.0071,878.3956801470589,5689265.2,483511499.99999994,27039852.62807574,301203786.8545542,1.2429184468911149e-05,1.2429184468911149e-05,1.2429184468911149e-05,0.20596811765973644,16.32,0.892,0.892,7.78993,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.3956801470589,0.3,0.3,0.3,0.0695,0.0695,878.3956801470589,701.0,0.73,1,1,0.0,0.0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,286,0.695,7.78993,0.0695,4640.0,701.0,3.7,True,True,True,878.3956801470589,0.1,K,False,0,<__main__.Star object at 0x17f80c430>,Rocky HZ
HD 219134 f,1,1,6,Radial Velocity,2015,Multiple Observatories,Published Confirmed,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,22.717,0.015,-0.015,0.0,0.1463,0.0018,-0.0018,0.0,1.31,0.02,-0.02,-1.0,7.3,0.4,-0.4,-1.0,12.38,0.38,-0.38,0.0,522.6,4.1,-4.1,0.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,-0.57741,0.00813,-0.00829,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.53127,0.00384,-0.00385,4620.321851646005,8355311.0,541254600.0,16028906.312053392,305363806.0630052,1.2508590334578138e-05,1.2508590334578138e-05,1.2508590334578138e-05,0.26460009757274705,6.53127,1.31,1.31,22.717,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4620.321851646005,0.3,0.3,0.3,0.1463,0.1463,4620.321851646005,522.6,0.81,1,1,0.0,0.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,293,0.778,22.717,0.1463,4699.0,522.6,7.3,True,True,True,4620.321851646005,0.1,K,False,0,<__main__.Star object at 0x17f80c6d0>,Rocky HZ
