pl_name,hostname,discoverymethod,disc_facility,tran_flag,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_bmasse_reflink,st_teff,st_rad,st_mass,st_lum,sy_dist
Kepler-1298 b,Kepler-1298,Transit,Kepler,1,1003.027,30.131,-29.223,0,1.31,0.23,-0.23,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.27,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6339.0,2.0,1.45,0.83982,544.163
Kepler-1361 b,Kepler-1361,Transit,Kepler,1,186.069,4.315,-4.217,0,0.86,0.12,-0.12,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.566,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5131.0,0.79,0.83,-0.43672,389.143
Kepler-619 b,Kepler-619,Transit,Kepler,1,224.146,11.426,-10.798,0,3.16,0.65,-0.31,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5980.0,1.11,1.09,-0.04002,900.678
K2-99 b,K2-99,Transit,K2,1,357.0,46.0,-41.0,0,11.88151954,0.11208981,-0.11208981,0,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>,276.51071409,6.35656814,-6.35656814,0,Mass,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>,6069.0,2.55,1.44,0.89927,519.229
TOI-532 b,TOI-532,Transit,Transiting Exoplanet Survey Satellite (TESS),1,94.1,8.0,-8.0,0,5.82,0.19,-0.19,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,61.5,9.7,-9.3,0,Mass,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,3927.0,0.612,0.639,-1.09528,135.047
Kepler-178 b,Kepler-178,Transit,Kepler,1,84.571,3.088,-2.973,0,2.9,1.25,-1.25,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.75,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5676.0,1.066,0.852,-0.20778,716.025
Kepler-1604 b,Kepler-1604,Transit,Kepler,1,1391.4,108.9,-108.9,0,1.41,0.19,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.57,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4976.0,0.76,0.81,-0.52707,541.189
Kepler-984 b,Kepler-984,Transit,Kepler,1,13.991,0.313,-0.305,0,2.12,0.13,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.14,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5610.0,0.93,0.96,-0.10846,460.188
Kepler-1286 b,Kepler-1286,Transit,Kepler,1,151.77,11.712,-10.711,0,2.15,0.45,-0.18,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.27,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5753.0,0.98,1.0,0.12822,1354.46
Kepler-318 b,Kepler-318,Transit,Kepler,1,333.149,7.321,-7.127,0,4.71,0.83,-0.83,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,19.9,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5746.0,1.189,1.073,0.00394,489.141
Kepler-732 b,Kepler-732,Transit,Kepler,1,8.559,0.871,-0.798,0,2.18,0.12,-0.16,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.39,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3631.0,0.46,0.49,-1.375,174.826
Kepler-407 b,Kepler-407,Transit,Kepler,1,4102.008,106.749,-104.35,0,1.19,0.05,-0.05,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,1.93,0.5,-0.5,0,Mass,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,5487.0,1.04,0.99,-0.10791,338.368
Kepler-897 b,Kepler-897,Transit,Kepler,1,354.221,29.47,-26.828,0,2.39,0.66,-0.25,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.3,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5839.0,1.04,1.03,0.28762,1519.25
Kepler-435 b,Kepler-435,Transit,Kepler,1,677.917,37.259,-35.074,0,22.31,2.02,-2.02,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,266.97,47.67,-47.67,0,Mass,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,6161.0,3.21,1.538,1.129,1418.77
WASP-70 A b,WASP-70 A,Transit,SuperWASP,1,649.1548,,,0,13.047,0.818,-1.143,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,187.512,6.992,-6.992,0,Mass,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,5763.0,1.215,1.106,0.1624,222.355
TOI-1798.01,TOI-1798,Transit,Transiting Exoplanet Survey Satellite (TESS),1,69.26,11.58,-9.9,0,2.448,0.319,-0.194,0,<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>,6.5,2.0,-2.0,0,Mass,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5165.0,0.78,0.87,-0.41567,113.181
TOI-444 b,TOI-444,Transit,Transiting Exoplanet Survey Satellite (TESS),1,23.4694,,,0,2.77,0.2,-0.2,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,8.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5225.0,0.779,0.96,-0.41794,57.3973
TOI-2202 b,TOI-2202,Transit,Transiting Exoplanet Survey Satellite (TESS),1,42.7254,,,0,10.95117414,0.17934369,-0.17934369,0,<a refstr=RICE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..266R/abstract target=ref>Rice et al. 2023</a>,287.31687993,27.65107141,-31.7828407,0,Mass,<a refstr=RICE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..266R/abstract target=ref>Rice et al. 2023</a>,5169.0,0.808,0.841,-0.40121,235.933
TrES-1 b,TrES-1,Transit,TrES,1,318.4582,,,0,12.66617,0.67254,-0.67254,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,266.9772,34.9613,-34.9613,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5230.0,0.85,1.04,-0.30071,159.658
Kepler-1052 c,Kepler-1052,Transit,Kepler,1,1.96,1.32,-0.49,0,2.3,0.54,-0.19,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.9,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5818.0,0.848,0.937,-0.04685,943.444
Kepler-206 b,Kepler-206,Transit,Kepler,1,192.273,5.221,-5.111,0,1.2,0.24,-0.24,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.87,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5764.0,1.185,0.957,0.08357,594.447
Kepler-763 b,Kepler-763,Transit,Kepler,1,974.089,82.752,-75.494,0,1.22,0.09,-0.08,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.98,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5166.0,0.8,0.84,-0.3339,962.459
Kepler-155 b,Kepler-155,Transit,Kepler,1,23.5,4.7,-4.67,0,2.09,0.21,-0.21,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.02,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4508.0,0.62,0.635,-1.21,293.499
NGTS-34 b,NGTS-34,Transit,Transiting Exoplanet Survey Satellite (TESS),1,36.0339,5.3156,-5.3156,0,3.65,0.22,-0.22,0,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,19.1,4.9,-4.5,0,Mass,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,6134.0,1.367,1.266,0.37658,120.475
K2-274 b,K2-274,Transit,K2,1,33.3287,7.88,-7.88,0,2.08,0.12,-0.07,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.98,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5044.0,0.7,0.79,-0.50903,228.327
TOI-1011 b,TOI-1011,Transit,Transiting Exoplanet Survey Satellite (TESS),1,575.597,,,0,1.45,0.05,-0.05,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,4.04,0.59,-0.59,0,Mass,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,5475.0,0.92,0.91,-0.1549,52.62
Kepler-1583 b,Kepler-1583,Transit,Kepler,1,124.307,2.262,-2.231,0,0.6,0.09,-0.05,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.156,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5645.0,0.91,0.94,-0.01774,403.933
HATS-32 b,HATS-32,Transit,HATSouth,1,614.5934,,,0,14.000041,1.614096,-1.076064,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,292.4036,31.783,-31.783,0,Mass,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,5700.0,1.097,1.099,0.0569,745.116
Kepler-1876 b,Kepler-1876,Transit,Kepler,1,475.0,34.0,-34.0,0,0.853,0.039,-0.026,0,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,2.4,,,1,Mass,<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>,6104.0,1.477,1.187,0.42894,259.935
TOI-6564 b,TOI-6564,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1257.4271,,,0,16.39873876,0.21297063,-0.21297063,0,<a refstr=BATTLEY_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549g1053B/abstract target=ref>Battley et al. 2026</a>,222.16205649,20.97667486,-20.97667486,0,Mass,<a refstr=BATTLEY_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549g1053B/abstract target=ref>Battley et al. 2026</a>,5943.0,1.7,1.18,0.50581,191.372
Kepler-881 b,Kepler-881,Transit,Kepler,1,538.569,46.882,-42.378,0,1.78,0.43,-0.32,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.82,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5961.0,1.09,1.06,0.11975,1375.18
TOI-333 b,TOI-333,Transit,Transiting Exoplanet Survey Satellite (TESS),1,650.4959,,,0,4.26,0.11,-0.11,0,<a refstr=ALVES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.210A/abstract target=ref>Alves et al. 2026</a>,20.1,2.4,-2.4,0,Mass,<a refstr=ALVES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.210A/abstract target=ref>Alves et al. 2026</a>,6241.0,1.1,1.2,0.21559,352.269
Kepler-60 c,Kepler-60,Transit,Kepler,1,236.0,39.0,-39.0,0,1.9,0.15,-0.15,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,3.85,0.81,-0.81,0,Mass,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,5905.0,1.257,1.041,0.36906,1025.1
Kepler-665 b,Kepler-665,Transit,Kepler,1,20.719,1.065,-1.009,0,2.6,0.15,-0.15,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.27,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4913.0,0.74,0.79,-0.59538,612.838
Kepler-1848 b,Kepler-1848,Transit,Kepler,1,94.3,6.8,-6.8,0,1.4088539,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.57,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4847.0,0.737,0.756,-0.51304,309.696
TOI-2096 c,TOI-2096,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3.7,0.1,-0.2,0,1.914,0.095,-0.095,0,<a refstr=POZUELOS_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..70P/abstract target=ref>Pozuelos et al. 2023</a>,4.32,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,3300.0,0.235,0.231,-2.22768,48.4809
Kepler-1698 b,Kepler-1698,Transit,Kepler,1,697.6,49.8,-49.8,0,1.07315686,,,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,1.25,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4975.03,0.741698,0.822,-0.51767,222.345
HD 25463 c,HD 25463,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1413.5,179.7,-179.7,0,1.36354953,0.13045621,-0.09615242,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.3,1.9,-1.9,0,Mass,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6353.0,1.4182,1.251,0.47276,45.6181
Kepler-1869 c,Kepler-1869,Transit,Kepler,1,1056.84,452.51,-186.21,0,0.74,0.12,-0.03,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.33,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5808.0,0.902,0.987,-0.05012,113.025
Kepler-292 b,Kepler-292,Transit,Kepler,1,394.301,41.197,-36.586,0,1.32,0.14,-0.14,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.3,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5299.0,0.826,0.865,-0.33691,1056.48
Kepler-33 b,Kepler-33,Transit,Kepler,1,744.011,31.897,-30.454,0,1.74,0.18,-0.18,0,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,3.68,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5904.0,1.82,1.291,0.556,1209.16
Kepler-601 b,Kepler-601,Transit,Kepler,1,110.619,2.519,-2.468,0,1.9,0.27,-0.18,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.27,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5160.0,0.79,0.85,-0.42817,414.825
TOI-1347 b,TOI-1347,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1876.1315,,,0,1.8,0.1,-0.1,0,<a refstr=RUBENZAHL_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..153R/abstract target=ref>Rubenzahl et al. 2024</a>,11.1,1.2,-1.2,0,Mass,<a refstr=RUBENZAHL_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..153R/abstract target=ref>Rubenzahl et al. 2024</a>,5464.0,0.83,0.913,-0.25964,147.476
K2-417 b,K2-417,Transit,K2,1,15.8226,5.0294,-5.0294,0,3.31,0.14,-0.12,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,699.2224954,,,1,Mass,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,3861.0,0.5776,0.569,-1.20204,94.0424
Kepler-1020 b,Kepler-1020,Transit,Kepler,1,2.339,0.065,-0.063,0,2.28,0.08,-0.09,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.82,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5227.0,0.8,0.87,-0.43597,415.358
Kepler-1346 b,Kepler-1346,Transit,Kepler,1,545.575,25.376,-24.108,0,1.58,0.56,-0.21,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.12,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6133.0,1.21,1.14,-0.00806,843.701
TOI-1750 b,TOI-1750,Transit,Transiting Exoplanet Survey Satellite (TESS),1,33.352,,,0,2.78943837,0.34420606,-0.24425703,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,8.19,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4683.75,0.768675,0.767,-0.56157,162.46
Kepler-181 c,Kepler-181,Transit,Kepler,1,168.188,6.478,-6.208,0,1.99,0.98,-0.98,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.62,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5333.0,0.749,0.81,-0.37878,609.283
Kepler-953 c,Kepler-953,Transit,Kepler,1,121.04,49.96,-22.96,0,1.19,0.11,-0.09,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.81,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5416.0,0.99,0.95,-0.119,258.893
TOI-1696 b,TOI-1696,Transit,Transiting Exoplanet Survey Satellite (TESS),1,13.5,0.7,-0.7,0,3.09,0.11,-0.11,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,48.8,,,1,Mass,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,3185.0,0.2775,0.255,-2.14813,64.9172
TIC 77552382 b,TIC 77552382,Transit,Transiting Exoplanet Survey Satellite (TESS),1,701.7449,,,0,5.69176189,0.68938597,-0.51868695,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,27.5,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4981.07,0.886956,0.83,-0.35293,373.415
Kepler-1770 b,Kepler-1770,Transit,Kepler,1,56.43,45.32,-19.31,0,2.84141754,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.45,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5602.0,1.009,0.941,-0.2091,582.942
Kepler-292 e,Kepler-292,Transit,Kepler,1,50.924,5.321,-4.725,0,2.67,0.35,-0.35,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.61,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5299.0,0.826,0.865,-0.33691,1056.48
Kepler-154 b,Kepler-154,Transit,Kepler,1,28.11,1.29,-1.228,0,2.26,0.44,-0.44,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.73,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5690.0,1.001,0.933,0.03322,915.212
Kepler-379 b,Kepler-379,Transit,Kepler,1,90.346,2.345,-2.285,0,1.66,0.31,-0.31,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.39,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6054.0,1.306,1.125,0.27953,731.274
HAT-P-33 b,HAT-P-33,Transit,HATNet,1,1701.38,,,0,20.73665,5.49241,-5.49241,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,292.4036,158.915,-158.915,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6446.0,1.79,1.82,0.618,396.11
Kepler-567 b,Kepler-567,Transit,Kepler,1,26.137,0.923,-0.894,0,2.25,0.15,-0.12,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.69,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5148.0,0.79,0.84,-0.40926,558.81
Kepler-176 e,Kepler-176,Transit,Kepler,1,6.22,0.201,-0.194,0,1.45,0.12,-0.15,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.52075,,,1,Mass,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,5295.0,0.83,0.87,-0.40427,527.321
